constituency_number,NAME OF CONSTITUENCY,province,voter_reg,candidate_party,candidate_name
NA-151,Mulatn-4,Punjab,879112,Pakistan Muslim League (Nawaz),Abdul Ghaffar
NA-152,Mulatn-5,Punjab,871916,Pakistan Tehreek-e-Insaf,Imran Shaukat
NA-152,Mulatn-5,Punjab,871916,Pakistan Peoples Party,Syed Abdul Qadir Gilani
NA-152,Mulatn-5,Punjab,871916,Tehreek-e-Labbaik,Syed Atta Ullah Shah Bukhari
NA-152,Mulatn-5,Punjab,871916,Pakistan Muslim League (Nawaz),Syed Javed Ali Shah
NA-153,Mulatn-6,Punjab,893470,Pakistan Tehreek-e-Insaf,Dr. Riaz Lang
NA-153,Mulatn-6,Punjab,893470,Pakistan Peoples Party,Hamid Ali
NA-153,Mulatn-6,Punjab,893470,Tehreek-e-Labbaik,Syed Shahid Zahoor Gillani
NA-153,Mulatn-6,Punjab,893470,Pakistan Muslim League (Nawaz),Rana Muhammad Qasim Noon
NA-154,Lodhran-1,Punjab,940216,Pakistan Tehreek-e-Insaf,Rana Faraz Ahmad Noon
NA-154,Lodhran-1,Punjab,940216,Pakistan Peoples Party,Imdad Ullah Abbasi
NA-154,Lodhran-1,Punjab,940216,Tehreek-e-Labbaik,Muhammad zubair
NA-154,Lodhran-1,Punjab,940216,Pakistan Muslim League (Nawaz),Abdul Rehman Khan Kanju
NA-155,Lodhran-2,Punjab,988083,Pakistan Tehreek-e-Insaf,Iffat Somro
NA-155,Lodhran-2,Punjab,988083,Pakistan Peoples Party,Muhammad Azhar
NA-155,Lodhran-2,Punjab,988083,Tehreek-e-Labbaik,Rana Muhammad Rafiq
NA-155,Lodhran-2,Punjab,988083,Pakistan Muslim League (Nawaz),Khan Muhammad Siddique Khan Balooch
NA-155,Lodhran-2,Punjab,988083,Istehkam-e-Pakistan Party,Jahangir Khan Tareen
NA-156,Vehari-1,Punjab,890111,Pakistan Tehreek-e-Insaf,Ayesha Nazir Jutt
NA-156,Vehari-1,Punjab,890111,Pakistan Peoples Party,Kamran Yusuf Ghumman
NA-156,Vehari-1,Punjab,890111,Tehreek-e-Labbaik,Shehbaz Ahmad
NA-156,Vehari-1,Punjab,890111,Pakistan Muslim League (Nawaz),Chaudhry Nazir Ahmad
NA-157,Vehari-2,Punjab,814217,Pakistan Tehreek-e-Insaf,Sabeen Safdar Bandesha
NA-157,Vehari-2,Punjab,814217,Tehreek-e-Labbaik,Muhammad Ali Langrial
NA-157,Vehari-2,Punjab,814217,Pakistan Muslim League (Nawaz),Sajid Mehdi
NA-158,Vehari-3,Punjab,870478,Pakistan Tehreek-e-Insaf,Tahir Iqbal Chaudhary
NA-158,Vehari-3,Punjab,870478,Pakistan Peoples Party,Muhammad Kashif Mushtaq Bhabha
NA-158,Vehari-3,Punjab,870478,Tehreek-e-Labbaik,Syed Muhammad Ismail Shah
NA-158,Vehari-3,Punjab,870478,Pakistan Muslim League (Nawaz),Gegum Tehmina Daultana
NA-159,Vehari-4,Punjab,855615,Pakistan Tehreek-e-Insaf,Aurangzeb Khichi
NA-159,Vehari-4,Punjab,855615,Pakistan Peoples Party,Mahmood Hayat Khan
NA-159,Vehari-4,Punjab,855615,Tehreek-e-Labbaik,Muhammad Iqbal
NA-159,Vehari-4,Punjab,855615,Pakistan Muslim League (Nawaz),Saeed Ahmad Khan Manais
NA-160,Bahawalnagar-1,Punjab,870484,Pakistan Tehreek-e-Insaf,Dr. Noor Ghafari
NA-160,Bahawalnagar-1,Punjab,870484,Tehreek-e-Labbaik,Hafiz Muhammad Saad
NA-160,Bahawalnagar-1,Punjab,870484,Pakistan Muslim League (Nawaz),Muhammad Abdul Ghaffar Watto
NA-161,Bahawalnagar-2,Punjab,900954,Pakistan Tehreek-e-Insaf,Shahid Ameen Akooka
NA-161,Bahawalnagar-2,Punjab,900954,Pakistan Peoples Party,Najeeb Ur Rehman
NA-161,Bahawalnagar-2,Punjab,900954,Tehreek-e-Labbaik,Aftab Ahmad Joiya
NA-161,Bahawalnagar-2,Punjab,900954,Pakistan Muslim League (Nawaz),Alam Dad Laleka
NA-162,Bahawalnagar-3,Punjab,866244,Pakistan Tehreek-e-Insaf,Ch Khalil Arain
NA-162,Bahawalnagar-3,Punjab,866244,Pakistan Peoples Party,Mian Muhammad Ali Laleka
NA-162,Bahawalnagar-3,Punjab,866244,Tehreek-e-Labbaik,Muhammad Athar
NA-162,Bahawalnagar-3,Punjab,866244,Pakistan Muslim League (Nawaz),Ehsan ul Haq Bajwa
NA-163,Bahawalnagar-4,Punjab,912660,Pakistan Tehreek-e-Insaf,Shaukat Basra
NA-163,Bahawalnagar-4,Punjab,912660,Pakistan Peoples Party,Aitzaz Rasheed
NA-163,Bahawalnagar-4,Punjab,912660,Tehreek-e-Labbaik,Hafiz Muhammad Ahmad Bukhari
NA-163,Bahawalnagar-4,Punjab,912660,Pakistan Muslim League (Nawaz),Noor ul Hassan Tanvir
NA-164,Bahawalpur-1,Punjab,835131,Pakistan Tehreek-e-Insaf,Ijaz Ghaddan
NA-164,Bahawalpur-1,Punjab,835131,Pakistan Peoples Party,Syed Erfan Ahmed Garderi
NA-164,Bahawalpur-1,Punjab,835131,Tehreek-e-Labbaik,Gulam Farid
NA-164,Bahawalpur-1,Punjab,835131,Pakistan Muslim League (Nawaz),Mian Riaz Hussain Pirzada
NA-165,Bahawalpur-2,Punjab,844681,Pakistan Tehreek-e-Insaf,Basharat Randhawa
NA-165,Bahawalpur-2,Punjab,844681,Pakistan Peoples Party,Qutab Din
NA-165,Bahawalpur-2,Punjab,844681,Tehreek-e-Labbaik,Muhammad Arshad
NA-165,Bahawalpur-2,Punjab,844681,Pakistan Muslim League (Qaid-e-Azam),Chaudhary Tariq Basheer Cheema
NA-166,Bahawalpur-3,Punjab,829152,Pakistan Tehreek-e-Insaf,Kanwal Shauzab
NA-166,Bahawalpur-3,Punjab,829152,Pakistan Peoples Party,Mukhdoom Syed Ali Hassan Gillani
NA-166,Bahawalpur-3,Punjab,829152,Tehreek-e-Labbaik,Syed Ishrat Jahanian Bukhari
NA-166,Bahawalpur-3,Punjab,829152,Pakistan Muslim League (Nawaz),Mk Syed Sami_ul_Hasan Gilani
NA-167,Bahawalpur-4,Punjab,829152,Pakistan Tehreek-e-Insaf,Malik Mehboob Ahmed
NA-167,Bahawalpur-4,Punjab,829152,Pakistan Peoples Party,Shahrukh Malik
NA-167,Bahawalpur-4,Punjab,829152,Tehreek-e-Labbaik,Muhammad Akhtar Abbasi
NA-167,Bahawalpur-4,Punjab,829152,Pakistan Muslim League (Nawaz),Muhammad Usman   Awaisi
NA-168,Bahawalpur-5,Punjab,903795,Pakistan Tehreek-e-Insaf,Sami Ullah Chaudhary
NA-168,Bahawalpur-5,Punjab,903795,Pakistan Peoples Party,Hussain Ahmad Madni
NA-168,Bahawalpur-5,Punjab,903795,Tehreek-e-Labbaik,Syed Muhammad Irfan Shah
NA-168,Bahawalpur-5,Punjab,903795,Pakistan Muslim League (Nawaz),Malik Muhammad Iqbal 
NA-168,Bahawalpur-5,Punjab,903795,Pakistan Muslim League (Qaid-e-Azam),Chaudhary Tariq Basheer Cheema
NA-169,R.Y.Khan-1,Punjab,968541,Pakistan Tehreek-e-Insaf,Raja Saleem
NA-169,R.Y.Khan-1,Punjab,968541,Pakistan Peoples Party,Syed Murtaza Mahmud
NA-169,R.Y.Khan-1,Punjab,968541,Tehreek-e-Labbaik,Muhammad Sohail Manzoor
NA-169,R.Y.Khan-1,Punjab,968541,Pakistan Muslim League (Nawaz),Syed Mobeen Ahmed
NA-170,R.Y.Khan-2,Punjab,968541,Pakistan Tehreek-e-Insaf,Mian Ghous
NA-170,R.Y.Khan-2,Punjab,968541,Pakistan Peoples Party,Syed Hamid Saeed Kazmi
NA-170,R.Y.Khan-2,Punjab,968541,Tehreek-e-Labbaik,Hafiz Muhammad Ahmad Bukhari
NA-170,R.Y.Khan-2,Punjab,968541,Pakistan Muslim League (Nawaz),Sheikh Fayyaz Ud Din
NA-171,R.Y.Khan-3,Punjab,889123,Pakistan Tehreek-e-Insaf,Mumtaz Mustafa Advocate
NA-171,R.Y.Khan-3,Punjab,889123,Pakistan Peoples Party,Makhdoom Moeen Uddin Ali
NA-171,R.Y.Khan-3,Punjab,889123,Tehreek-e-Labbaik,Muhammad Farooq Ul Hassan
NA-171,R.Y.Khan-3,Punjab,889123,Pakistan Muslim League (Nawaz),Makhdoom Moeen Uddin Ali
NA-172,R.Y.Khan-4,Punjab,964516,Pakistan Tehreek-e-Insaf,Chaudhary Javed Iqbal Waraich
NA-172,R.Y.Khan-4,Punjab,964516,Pakistan Peoples Party,Choudhary Zafar Iqbal Warriach
NA-172,R.Y.Khan-4,Punjab,964516,Tehreek-e-Labbaik,Muhammad Abbas
NA-172,R.Y.Khan-4,Punjab,964516,Pakistan Muslim League (Nawaz),Mian Imtiaz Ahmad
NA-173,R.Y.Khan-5,Punjab,884934,Pakistan Tehreek-e-Insaf,Barrister Nabeel Dahrir
NA-173,R.Y.Khan-5,Punjab,884934,Pakistan Peoples Party,Syed Mustafa Mehmood 
NA-173,R.Y.Khan-5,Punjab,884934,Tehreek-e-Labbaik,Allah Bakhsh
NA-173,R.Y.Khan-5,Punjab,884934,Pakistan Muslim League (Nawaz),Uzair Tariq
NA-174,R.Y.Khan-6,Punjab,917416,Pakistan Tehreek-e-Insaf,Raees Mehboob
NA-174,R.Y.Khan-6,Punjab,917416,Pakistan Peoples Party,Syed Usman Mehmood
NA-174,R.Y.Khan-6,Punjab,917416,Tehreek-e-Labbaik,Allah Bakhsh
NA-174,R.Y.Khan-6,Punjab,917416,Pakistan Muslim League (Nawaz),Muhammad Azhar Khan Leghari
NA-175,Muzaffargarh-1,Punjab,909230,Pakistan Tehreek-e-Insaf,Jamshaid Dasti
NA-175,Muzaffargarh-1,Punjab,909230,Pakistan Peoples Party,Mahar Irshad Ahmad Khan
NA-175,Muzaffargarh-1,Punjab,909230,Tehreek-e-Labbaik,Muhammad Yar Mehboob Khar
NA-175,Muzaffargarh-1,Punjab,909230,Pakistan Muslim League (Nawaz),Hammad Nawaz Khan
NA-176,Muzaffargarh-2,Punjab,865925,Pakistan Tehreek-e-Insaf,Nawab Muhammad Ahmad Khan
NA-176,Muzaffargarh-2,Punjab,865925,Pakistan Peoples Party,Nawab Muhammad Ahmad Khan
NA-176,Muzaffargarh-2,Punjab,865925,Tehreek-e-Labbaik,Abdul Wahab
NA-176,Muzaffargarh-2,Punjab,865925,Pakistan Muslim League (Nawaz),Makhdoomzada S B A Sultan
NA-177,Muzaffargarh-3,Punjab,876697,Pakistan Tehreek-e-Insaf,Moazam Jatoi
NA-177,Muzaffargarh-3,Punjab,876697,Pakistan Peoples Party,Muhammad Zaffarullah Khan Laghari
NA-177,Muzaffargarh-3,Punjab,876697,Tehreek-e-Labbaik,Rao Atif Ali Khan
NA-177,Muzaffargarh-3,Punjab,876697,Pakistan Muslim League (Nawaz),Syeda Shehr Bano Bukhari 
NA-178,Muzaffargarh-4,Punjab,876715,Pakistan Tehreek-e-Insaf,Abdul Qayum Jatoi
NA-178,Muzaffargarh-4,Punjab,876715,Tehreek-e-Labbaik,Muhammad Shafi Khan
NA-178,Muzaffargarh-4,Punjab,876715,Pakistan Muslim League (Nawaz),Aamir Talal Khan
NA-179,Kot Addu-1,Punjab,772836,Pakistan Tehreek-e-Insaf,Shabbir Qureshi
NA-179,Kot Addu-1,Punjab,772836,Pakistan Peoples Party,Muhammad Amjad Abbas
NA-179,Kot Addu-1,Punjab,772836,Tehreek-e-Labbaik,Syed Muhammad Sarwar Shah
NA-179,Kot Addu-1,Punjab,772836,Pakistan Muslim League (Nawaz),Malik Ghulam Qasim Hanjra
NA-180,Kot Addu-2,Punjab,713922,Pakistan Tehreek-e-Insaf,Mian Fayaz Chajra
NA-180,Kot Addu-2,Punjab,713922,Pakistan Peoples Party,Raza Rabbani Khar
NA-180,Kot Addu-2,Punjab,713922,Tehreek-e-Labbaik,Allah Bachaya
NA-180,Kot Addu-2,Punjab,713922,Pakistan Muslim League (Nawaz),Abdul Khaliq Khar
NA-181,Layyah-1,Punjab,1056175,Pakistan Tehreek-e-Insaf,Mrs. Amber Majeed Niazi
NA-181,Layyah-1,Punjab,1056175,Pakistan Peoples Party,Sardar Bahadur Admad Khan
NA-181,Layyah-1,Punjab,1056175,Tehreek-e-Labbaik,Muhammad Shahid Iqbal
NA-181,Layyah-1,Punjab,1056175,Pakistan Muslim League (Nawaz),Sahibzada Faiz Ul Hassan
NA-181,Layyah-1,Punjab,1056175,Pakistan Awami Thereek,Aman Ullah
NA-182,Layyah-2,Punjab,1046211,Pakistan Tehreek-e-Insaf,Awais Haider Jhakar
NA-182,Layyah-2,Punjab,1046211,Pakistan Peoples Party,Muhammad Ramzan
NA-182,Layyah-2,Punjab,1046211,Tehreek-e-Labbaik,Muhammad Yousaf
NA-182,Layyah-2,Punjab,1046211,Pakistan Muslim League (Nawaz),Syed Muhammad  Saqlain Bukhari
NA-183,Taunsa,Punjab,965311,Pakistan Tehreek-e-Insaf,Khwaja Sheraz Mehmood
NA-183,Taunsa,Punjab,965311,Tehreek-e-Labbaik,Maqsood Ahmad
NA-183,Taunsa,Punjab,965311,Pakistan Muslim League (Nawaz),Muhammad Amjad  Farooq Khan Khosa
NA-184,D.G.Khan-1,Punjab,824356,Pakistan Tehreek-e-Insaf,Ali Muhammad Khalul
NA-184,D.G.Khan-1,Punjab,824356,Tehreek-e-Labbaik,Irfan Ullah
NA-184,D.G.Khan-1,Punjab,824356,Pakistan Muslim League (Nawaz),Abdul Qadir Khan
NA-185,D.G.Khan-2,Punjab,823140,Pakistan Tehreek-e-Insaf,Zartaj Gul Wazir
NA-185,D.G.Khan-2,Punjab,823140,Tehreek-e-Labbaik,Sardar Dost M Khan Khosa
NA-185,D.G.Khan-2,Punjab,823140,Muttahida Qaumi Movement,Azhar Ul Haq Qureshi siddique
NA-185,D.G.Khan-2,Punjab,823140,Pakistan Muslim League (Nawaz),Zaka Ullah
NA-186,D.G.Khan-3,Punjab,780898,Pakistan Tehreek-e-Insaf,Mehar Sajjad Cheena
NA-186,D.G.Khan-3,Punjab,780898,Pakistan Peoples Party,Sardar Dost M Khan Khosa
NA-186,D.G.Khan-3,Punjab,780898,Tehreek-e-Labbaik,Syed Munir Hussain
NA-186,D.G.Khan-3,Punjab,780898,Pakistan Muslim League (Nawaz),Sardar Awais Ahmad Khan Leghari
NA-187,Rajanpur-1,Punjab,799415,Pakistan Tehreek-e-Insaf,Atif Ali Khan Dhreshak
NA-187,Rajanpur-1,Punjab,799415,Pakistan Peoples Party,Athar Hassan Khan Gorchani
NA-187,Rajanpur-1,Punjab,799415,Tehreek-e-Labbaik,Gulam Yaseen
NA-187,Rajanpur-1,Punjab,799415,Pakistan Muslim League (Nawaz),Ammar Ahmad Khan Leghari
NA-188,Rajanpur-2,Punjab,793321,Pakistan Tehreek-e-Insaf,Ahmed Ali Khan Dhreshak
NA-188,Rajanpur-2,Punjab,793321,Pakistan Peoples Party,Liaqat Ali
NA-188,Rajanpur-2,Punjab,793321,Tehreek-e-Labbaik,Sohail Anwar
NA-188,Rajanpur-2,Punjab,793321,Pakistan Muslim League (Nawaz),Hafeez Ur Rehman Khan Drishak
NA-189,Rajanpur-3,Punjab,788313,Pakistan Tehreek-e-Insaf,Zahid Mehmood Mazari
NA-189,Rajanpur-3,Punjab,788313,Tehreek-e-Labbaik,Qari Ghulam Akber
NA-189,Rajanpur-3,Punjab,788313,Pakistan Muslim League (Nawaz),Sardar Riaz Mahmood Khan Mazari
NA-190,Jacobabad,Sindh,967956,Pakistan Peoples Party,Aijaz Hussain Jakhrani
NA-190,Jacobabad,Sindh,967956,Jamaat-e-Islami Pakistan ,Muhammad Rehmat Ullah
NA-191,Jacobabad-CumKashmore,Sindh,994642,Pakistan Peoples Party,Ali Jan Mazari
NA-191,Jacobabad-CumKashmore,Sindh,994642,Jamiat Ulema-e-Islam (F),Shahzane Khan
NA-191,Jacobabad-CumKashmore,Sindh,994642,Istehkam-e-Pakistan Party,Mir Fayyaz Ahmed
NA-192,Kashmore-CumShikarpur,Sindh,917453,Pakistan Tehreek-e-Insaf,Muhammad Alam Bajarani
NA-192,Kashmore-CumShikarpur,Sindh,917453,Pakistan Peoples Party,Mir Shabbir Ali Bijarani
NA-192,Kashmore-CumShikarpur,Sindh,917453,Jamiat Ulema-e-Islam (F),Mohammad Ibrahim Jatoi
NA-192,Kashmore-CumShikarpur,Sindh,917453,Jamaat-e-Islami Pakistan ,Abdul Fatah Pathan
NA-193,Shikarpur,Sindh,914333,Pakistan Tehreek-e-Insaf,Maqsood Ali
NA-193,Shikarpur,Sindh,914333,Pakistan Peoples Party,Muhammad Shahryar Khan Mahar
NA-193,Shikarpur,Sindh,914333,Muttahida Qaumi Movement,Abdul jalil
NA-193,Shikarpur,Sindh,914333,Jamiat Ulema-e-Islam (F),Rashid Mahmood Soorero
NA-194,Larkana-1,Sindh,890703,Pakistan Tehreek-e-Insaf,Saif Ullah Abro
NA-194,Larkana-1,Sindh,890703,Pakistan Peoples Party,Bilawal Bhutto Zardari
NA-194,Larkana-1,Sindh,890703,Muttahida Qaumi Movement,Zameer Ahmed
NA-194,Larkana-1,Sindh,890703,Jamiat Ulema-e-Islam (F),Rashid Mahmood Soomro
NA-194,Larkana-1,Sindh,890703,Jamaat-e-Islami Pakistan ,Muhammad Ashique
NA-194,Larkana-1,Sindh,890703,Pakistan Awami Thereek,Gul Hassan
NA-195,Larkana-2,Sindh,893750,Pakistan Peoples Party,Nazir Ahmed Bhugio
NA-195,Larkana-2,Sindh,893750,Muttahida Qaumi Movement,Ghulam yaseen
NA-195,Larkana-2,Sindh,893750,Pakistan Muslim League (Functional),Safdar Ali Abbasi
NA-196,Kamber Shahdadkot-1,Sindh,772747,Pakistan Tehreek-e-Insaf,Habibullah
NA-196,Kamber Shahdadkot-1,Sindh,772747,Pakistan Peoples Party,Bilawal Bhutto Zardari
NA-196,Kamber Shahdadkot-1,Sindh,772747,Muttahida Qaumi Movement,Aijaz Ali
NA-196,Kamber Shahdadkot-1,Sindh,772747,Jamiat Ulema-e-Islam (F),Nasir Mahmood
NA-196,Kamber Shahdadkot-1,Sindh,772747,Jamaat-e-Islami Pakistan ,Muhammad Ibrahim
NA-197,Kamber Shahdadkot-2,Sindh,742122,Pakistan Tehreek-e-Insaf,Raja Abdul Haque
NA-197,Kamber Shahdadkot-2,Sindh,742122,Pakistan Peoples Party,Mir Amir Ali Khan Magsi
NA-197,Kamber Shahdadkot-2,Sindh,742122,Muttahida Qaumi Movement,ahmad Ali Buriro
NA-197,Kamber Shahdadkot-2,Sindh,742122,Jamiat Ulema-e-Islam (F),Muhammad Uzair jagirani
NA-198,Ghotki-1,Sindh,897715,Pakistan Tehreek-e-Insaf,Syed Mumtaz Ali Shah
NA-198,Ghotki-1,Sindh,897715,Pakistan Peoples Party,Khalid Ahmed Khan lund
NA-198,Ghotki-1,Sindh,897715,Muttahida Qaumi Movement,Muhammad Yaseen
NA-199,Ghotki-2,Sindh,874894,Pakistan Tehreek-e-Insaf,Lalchand Malhi
NA-199,Ghotki-2,Sindh,874894,Pakistan Peoples Party,Ali Gohar KhanMahar
NA-199,Ghotki-2,Sindh,874894,Muttahida Qaumi Movement,Muhammad Shahid
NA-199,Ghotki-2,Sindh,874894,Jamiat Ulema-e-Islam (F),Abdul Qayoom
NA-199,Ghotki-2,Sindh,874894,Jamaat-e-Islami Pakistan ,Shakeela
NA-200,Sukkur-1,Sindh,846935,Pakistan Tehreek-e-Insaf,Makhdoom Shah Mehmood Qureshi
NA-200,Sukkur-1,Sindh,846935,Pakistan Peoples Party,Nauman Islam Shaikh
NA-200,Sukkur-1,Sindh,846935,Pakistan Muslim League (Functional),Deedar Ali
NA-200,Sukkur-1,Sindh,846935,Jamaat-e-Islami Pakistan ,Hisbullah Jakro
NA-200,Sukkur-1,Sindh,846935,Pakistan Muslim League (Qaid-e-Azam),Abdul Qadir
NA-201,Sukkur-2,Sindh,792962,Pakistan Tehreek-e-Insaf,Mehar u Nisa Baloch
NA-201,Sukkur-2,Sindh,792962,Pakistan Peoples Party,Syed Khursheed Ahmed Shah
NA-201,Sukkur-2,Sindh,792962,Muttahida Qaumi Movement,Saba Anwar
NA-201,Sukkur-2,Sindh,792962,Jamaat-e-Islami Pakistan ,Sultan Ahmed
NA-202,Khairpur-1,Sindh,851105,Pakistan Tehreek-e-Insaf,Nazish Bhatti
NA-202,Khairpur-1,Sindh,851105,Pakistan Peoples Party,Niffisa Shah
NA-202,Khairpur-1,Sindh,851105,Muttahida Qaumi Movement,Hubdar Ali
NA-202,Khairpur-1,Sindh,851105,Pakistan Muslim League (Functional),Syed Glimis Ali Shah
NA-202,Khairpur-1,Sindh,851105,Jamaat-e-Islami Pakistan ,Mumtaz Hussain
NA-203,Khairpur-2,Sindh,837944,Pakistan Tehreek-e-Insaf,Rozina Bhutto
NA-203,Khairpur-2,Sindh,837944,Pakistan Peoples Party,Fir Syed Fazat Ali Shah Jillani
NA-203,Khairpur-2,Sindh,837944,Pakistan Muslim League (Qaid-e-Azam),Niaz Hussain Khaskheli
NA-203,Khairpur-2,Sindh,837944,Pakistan Muslim League (Functional),Pir Sadar Uddin Shah
NA-203,Khairpur-2,Sindh,837944,Jamaat-e-Islami Pakistan ,Sakeena
NA-204,Khairpur-3,Sindh,908486,Pakistan Tehreek-e-Insaf,Mustansir Billah
NA-204,Khairpur-3,Sindh,908486,Pakistan Peoples Party,Sved Abrar All Shah
NA-204,Khairpur-3,Sindh,908486,Pakistan Muslim League (Nawaz),Asghar Ali Shah
NA-205,Naushahro Feroze-1,Sindh,895256,Pakistan Tehreek-e-Insaf,Mustansir Billah
NA-205,Naushahro Feroze-1,Sindh,895256,Pakistan Peoples Party,Sved Abrar All Shah
NA-205,Naushahro Feroze-1,Sindh,895256,Muttahida Qaumi Movement,Ghulam Rasool
NA-205,Naushahro Feroze-1,Sindh,895256,Pakistan Muslim League (Nawaz),Asghar Ali Shah
NA-206,Naushahro Feroze-2,Sindh,881826,Pakistan Tehreek-e-Insaf,Faisal Mughal
NA-206,Naushahro Feroze-2,Sindh,881826,Pakistan Peoples Party,Zulfiqarr Ali Bohan
NA-206,Naushahro Feroze-2,Sindh,881826,Muttahida Qaumi Movement,Imran Khan Rajpoot
NA-206,Naushahro Feroze-2,Sindh,881826,Pakistan Muslim League (Functional),Ghullam Murtaza Khan Jatoi
NA-207,Benazirabad-1,Sindh,959756,Pakistan Tehreek-e-Insaf,Muhammad Irfan
NA-207,Benazirabad-1,Sindh,959756,Pakistan Peoples Party,Asif Ali Zardari
NA-208,Benazirabad-2,Sindh,885346,Pakistan Tehreek-e-Insaf,Shah Nawaz
NA-208,Benazirabad-2,Sindh,885346,Pakistan Peoples Party,Syed Ghulam Mustafa Shah
NA-208,Benazirabad-2,Sindh,885346,Muttahida Qaumi Movement,Najma
NA-208,Benazirabad-2,Sindh,885346,Jamiat Ulema-e-Islam (F),Aneela
NA-208,Benazirabad-2,Sindh,885346,Pakistan Muslim League (Functional),Syed Zainulabdin
NA-209,Sanghar-1,Sindh,1172516,Pakistan Tehreek-e-Insaf,Azizullah Dero
NA-209,Sanghar-1,Sindh,1172516,Pakistan Peoples Party,Shazia Jarmat Marri
NA-209,Sanghar-1,Sindh,1172516,Muttahida Qaumi Movement,Nawab Ali
NA-209,Sanghar-1,Sindh,1172516,Pakistan Muslim League (Functional),Muhammad Khan Junejo
NA-209,Sanghar-1,Sindh,1172516,Jamaat-e-Islami Pakistan ,Zaheeruldin Babar
NA-210,Sanghar-2,Sindh,1135949,Pakistan Tehreek-e-Insaf,Mumtaz Ali Shah
NA-210,Sanghar-2,Sindh,1135949,Pakistan Peoples Party,Salahuddin Junejo
NA-210,Sanghar-2,Sindh,1135949,Muttahida Qaumi Movement,Muhammad Zakir sheikh
NA-210,Sanghar-2,Sindh,1135949,Pakistan Muslim League (Functional),Saira Bano
NA-210,Sanghar-2,Sindh,1135949,Jamaat-e-Islami Pakistan ,Kamran Aziz Ghouri
NA-211,Mirpurkhas-1,Sindh,850102,Pakistan Tehreek-e-Insaf,Syed Jameel Ahmed Shah Bukhari
NA-211,Mirpurkhas-1,Sindh,850102,Pakistan Peoples Party,Pir Aftab Hussain Shah Jilani
NA-211,Mirpurkhas-1,Sindh,850102,Muttahida Qaumi Movement,Afaque ahmad khan
NA-211,Mirpurkhas-1,Sindh,850102,Pakistan Muslim League (Nawaz),Muhammad Asad Ali Khan Junejo
NA-211,Mirpurkhas-1,Sindh,850102,Jamaat-e-Islami Pakistan ,Tahseen
NA-212,Mirpurkhas-2,Sindh,831284,Pakistan Tehreek-e-Insaf,Abdul Hakeem Chandio
NA-212,Mirpurkhas-2,Sindh,831284,Pakistan Peoples Party,Mir Munawar Ali Talpur
NA-212,Mirpurkhas-2,Sindh,831284,Jamiat Ulema-e-Islam (F),Ghulam Qadir
NA-212,Mirpurkhas-2,Sindh,831284,Jamaat-e-Islami Pakistan ,Muhammad Hanif Khan
NA-213,Umerkot,Sindh,1159831,Pakistan Tehreek-e-Insaf,Shabana Nawab
NA-213,Umerkot,Sindh,1159831,Pakistan Peoples Party,Nawab Muhammad Yousuf Talpur
